timestamp	person_id	nose	neck	rshoulder	relbow	rwrist	lshoulder	lelbow	lwrist	midhip	rhip	rknee	rankle	lhip	lknee	lankle	reye	leye	rear	lear	lbigtoe	lsmalltoe	lheel	rbigtoe	rsmalltoe	rheel	background
1712827812.728682	0	0,0,0,0	402.512,221.04,21,0.114317	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	403.793,234.099,21,0.175372	402.516,234.125,21,0.184738	394.65,226.314,20,0.1717	385.55,243.28,22,0.223787	403.833,234.129,21,0.159848	393.359,228.905,20,0.151374	385.528,243.274,22,0.200616	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	385.551,245.878,22,0.142269	385.535,245.845,22,0.14605	385.556,244.541,22,0.166609	384.253,245.86,22,0.209787	384.227,245.855,22,0.201069	386.836,244.591,22,0.209422
1712827812.860909	0	411.643,192.32,21,0.102014	420.741,202.779,21,0.395265	420.76,202.772,21,0.244357	416.841,221.073,21,0.124618	0,0,0,0	422.08,202.828,21,0.295825	422.047,221.061,21,0.176293	0,0,0,0	412.908,230.225,21,0.296685	411.624,230.193,21,0.278364	392.044,222.386,20,0.145257	382.949,241.945,21,0.217885	412.949,232.824,21,0.300503	390.719,223.665,19,0.182828	381.662,243.212,21,0.254188	0,0,0,0	0,0,0,0	0,0,0,0	416.85,189.761,21,0.143325	381.607,244.586,21,0.212591	381.6,244.587,21,0.229472	382.905,244.494,21,0.234817	384.219,244.548,22,0.209582	384.231,244.565,22,0.193258	385.524,243.251,22,0.193714
1712827812.981185	0	0,0,0,0	456.032,230.188,19,0.0921598	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	414.25,235.421,21,0.185328	412.924,234.128,20,0.177914	392.045,215.87,20,0.156773	385.546,239.353,21,0.245832	414.251,236.763,21,0.210779	392.059,214.55,20,0.14726	384.244,240.641,21,0.267565	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	381.645,243.279,21,0.209524	381.619,244.536,21,0.223547	385.533,243.281,22,0.253147	382.942,244.541,21,0.243864	382.934,244.552,21,0.215877	386.85,243.223,22,0.228373
1712827813.120902	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,308.518,17,0.17248	480,339.812,15,0.685826	480,371.206,13,0.745764	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0
1712827813.167777	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,369.846,13,0.0852365	480,419.477,11,0.332453	480,476.919,9,0.301741	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,454.743,10,0.353676	480,462.532,10,0.322003	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0
1712827813.167777	1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,371.186,13,0.0579494	480,416.846,11,0.234486	480,476.915,9,0.284997	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,456.037,10,0.269642	480,457.337,10,0.229523	0,0,0,0
1712827813.213171	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,275.85,19,0.453413	480,335.919,15,0.681067	480,360.732,14,0.680953	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0
1712827813.261074	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,279.799,18,0.41423	480,337.206,15,0.732337	480,360.731,13,0.683718	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0
1712827813.261074	1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,382.937,12,0.302235	480,392.063,12,0.0575335	0,0,0,0	0,0,0,0	480,376.391,13,0.495149	480,423.382,11,0.630738	480,476.919,9,0.504532	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,456.051,10,0.510831	480,463.791,10,0.456743	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0
1712827813.261074	2	414.275,193.666,21,0.119324	420.727,202.828,21,0.447569	418.164,202.806,21,0.333745	415.56,214.53,20,0.168982	0,0,0,0	422.067,204.076,21,0.372862	423.38,214.564,20,0.266962	416.862,230.226,21,0.256762	416.858,226.287,21,0.452714	415.538,226.283,21,0.443294	415.555,245.859,21,0.337377	416.865,264.127,21,0.400877	419.465,227.595,21,0.455227	419.453,245.846,21,0.410016	420.733,265.391,21,0.425194	415.54,192.331,21,0.0959972	416.848,192.332,21,0.0959558	0,0,0,0	418.158,193.652,21,0.127965	418.174,266.718,21,0.296748	420.733,266.728,21,0.27709	420.754,265.505,21,0.382484	418.149,265.466,21,0.295108	416.839,265.458,21,0.286359	416.857,265.417,21,0.353883
