timestamp	person_id	nose	neck	rshoulder	relbow	rwrist	lshoulder	lelbow	lwrist	midhip	rhip	rknee	rankle	lhip	lknee	lankle	reye	leye	rear	lear	lbigtoe	lsmalltoe	lheel	rbigtoe	rsmalltoe	rheel	background
1712827587.252683	0	0,0,0,0	416.853,198.878,21,0.229388	0,0,0,0	0,0,0,0	0,0,0,0	415.555,198.882,21,0.161845	0,0,0,0	0,0,0,0	406.407,226.29,20,0.202912	405.117,226.313,20,0.198564	392.083,223.669,20,0.164953	384.234,243.214,20,0.238669	407.73,227.598,20,0.18746	392.06,223.692,20,0.15541	384.211,243.223,20,0.224675	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	382.91,245.843,20,0.188803	381.669,245.828,20,0.196569	384.247,244.503,20,0.190934	384.206,244.591,20,0.234736	382.955,244.6,20,0.221463	385.54,244.528,20,0.226557
1712827587.433236	0	0,0,0,0	418.171,202.78,21,0.235068	0,0,0,0	0,0,0,0	0,0,0,0	415.552,202.79,21,0.17134	0,0,0,0	0,0,0,0	411.607,225.03,21,0.202868	409.026,226.305,21,0.196955	392.097,225.033,20,0.165852	384.215,243.266,22,0.213006	411.644,226.311,21,0.193933	392.094,226.289,20,0.15418	384.229,244.507,22,0.182092	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	382.933,245.862,22,0.151229	382.912,244.61,22,0.152078	384.249,244.549,22,0.153374	382.941,244.618,22,0.200808	382.925,244.598,22,0.194288	385.512,244.57,22,0.203811
1712827587.714033	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,433.889,10,0.173591	480,462.532,10,0.439827	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,476.909,9,0.146047	480,476.901,9,0.171264	480,459.92,10,0.412777
1712827587.714033	1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,435.159,10,0.130795	480,461.24,10,0.282409	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,456.027,10,0.24072	0,0,0,0	0,0,0,0	0,0,0,0
1712827587.76091	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,432.443,10,0.23902	480,454.715,10,0.43823	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,467.768,9,0.195866	480,467.767,9,0.224185	480,454.667,10,0.472664
1712827587.76091	1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,432.501,10,0.141671	480,454.729,10,0.289564	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,465.211,9,0.0663556	0,0,0,0	480,453.377,10,0.244896	0,0,0,0	0,0,0,0	0,0,0,0
1712827587.808297	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,369.885,13,0.148997	480,369.871,13,0.314954	480,431.16,10,0.424307	480,454.65,10,0.547474	480,367.251,13,0.0876566	480,429.872,11,0.196608	480,454.703,10,0.241233	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,476.893,9,0.0578979	480,467.75,9,0.0620373	480,453.33,10,0.183184	480,467.755,9,0.300582	480,466.496,9,0.345749	480,453.424,10,0.569506
1712827587.84819	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,363.353,13,0.280405	480,365.946,13,0.204813	480,425.993,11,0.200792	0,0,0,0	480,360.713,13,0.248183	480,424.662,11,0.511756	480,454.757,10,0.70474	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,466.504,9,0.366213	480,465.18,9,0.373926	480,454.737,10,0.70019	0,0,0,0	0,0,0,0	0,0,0,0
1712827587.884097	0	0,0,0,0	419.476,201.472,21,0.231823	420.751,200.201,21,0.144642	0,0,0,0	0,0,0,0	416.847,201.49,21,0.164743	0,0,0,0	0,0,0,0	411.601,227.608,21,0.200831	410.337,230.204,21,0.197378	395.983,225.018,20,0.166182	384.251,243.264,21,0.206945	411.63,230.204,21,0.193256	393.379,225.01,20,0.172921	382.952,243.281,21,0.209074	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	382.925,245.907,21,0.150631	382.925,245.877,21,0.153818	382.957,244.551,21,0.172527	384.226,245.861,21,0.186885	384.224,245.869,21,0.179952	385.531,244.584,22,0.198285
1712827587.93348	0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,364.66,13,0.245389	480,364.661,13,0.354535	480,429.902,10,0.333496	480,476.924,9,0.0971955	480,367.267,13,0.119019	480,411.652,11,0.35814	480,454.733,10,0.786971	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,466.49,9,0.365616	480,465.134,9,0.363782	480,456.008,10,0.705119	0,0,0,0	0,0,0,0	480,476.932,9,0.0576185
1712827587.93348	1	0,0,0,0	0,0,0,0	480,282.429,18,0.549145	480,349.024,14,0.74981	480,382.948,12,0.165227	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0
1712827587.980357	0	0,0,0,0	0,0,0,0	480,277.15,18,0.55624	480,341.17,15,0.736555	480,381.57,13,0.272883	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0
1712827587.980357	1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,354.203,14,0.271415	480,358.099,14,0.37029	480,424.671,11,0.537204	480,476.934,9,0.0980299	480,352.916,14,0.187331	480,409.032,11,0.30065	480,454.761,10,0.770487	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,467.771,9,0.346409	480,465.14,9,0.351972	480,456.053,10,0.661378	0,0,0,0	0,0,0,0	0,0,0,0
1712827588.025748	0	0,0,0,0	480,275.854,18,0.484554	480,269.368,19,0.643838	480,330.717,15,0.851332	480,380.264,13,0.672957	0,0,0,0	0,0,0,0	0,0,0,0	480,352.895,14,0.451802	480,352.889,14,0.509804	480,405.122,11,0.200884	480,452.107,10,0.0522827	480,354.206,14,0.351283	480,402.482,11,0.421073	480,454.708,10,0.636564	0,0,0,0	0,0,0,0	480,240.647,18,0.0654792	0,0,0,0	480,466.449,9,0.315383	480,465.171,9,0.29883	480,456.012,10,0.593438	0,0,0,0	0,0,0,0	0,0,0,0
1712827588.073619	0	0,0,0,0	480,266.809,18,0.185177	480,266.739,18,0.748182	480,328.093,16,0.85216	480,376.396,13,0.753115	480,268.05,19,0.126333	0,0,0,0	0,0,0,0	480,351.614,14,0.425212	480,351.618,14,0.511273	480,439.052,10,0.683948	480,463.797,10,0.584042	480,355.493,14,0.357544	480,411.647,11,0.367461	480,454.743,10,0.482786	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	480,465.199,9,0.174706	480,463.856,10,0.174451	480,453.406,10,0.25817	480,466.499,9,0.311196	480,476.894,9,0.31486	480,461.203,10,0.477394
1712827588.122003	0	0,0,0,0	480,265.458,17,0.720841	480,262.838,16,0.759057	480,318.928,17,0.918988	480,368.579,13,0.814542	480,266.784,18,0.655329	480,311.138,17,0.393807	480,341.145,15,0.542009	480,350.313,14,0.714766	480,350.255,14,0.658478	480,422.01,11,0.766016	480,450.795,10,0.806727	480,351.599,14,0.690927	480,412.952,11,0.756751	480,458.62,10,0.797557	0,0,0,0	0,0,0,0	480,227.582,18,0.429016	0,0,0,0	480,476.896,9,0.407453	0,0,0,0	480,462.512,10,0.643508	480,466.514,9,0.570045	480,465.15,9,0.628735	480,448.159,10,0.689019
1712827588.167881	0	480,245.818,17,0.0654147	480,265.42,17,0.803058	480,262.831,15,0.761024	480,317.66,17,0.925401	480,363.333,13,0.7933	480,266.736,18,0.767645	480,308.502,17,0.5475	480,339.819,15,0.754984	480,350.279,14,0.710563	480,349.001,14,0.703752	480,415.57,11,0.784924	480,433.842,10,0.798265	480,351.625,14,0.697145	480,411.6,11,0.784415	480,454.76,10,0.832255	480,235.398,18,0.142551	0,0,0,0	480,228.903,19,0.79602	0,0,0,0	480,466.519,9,0.497703	480,465.146,9,0.573933	480,457.318,10,0.687139	480,463.815,10,0.613329	480,458.623,10,0.545255	480,432.475,10,0.695971
