	timestamp	nose_x	nose_y	nose_z	nose_c	neck_x	neck_y	neck_z	neck_c	rshoulder_x	rshoulder_y	rshoulder_z	rshoulder_c	relbow_x	relbow_y	relbow_z	relbow_c	rwrist_x	rwrist_y	rwrist_z	rwrist_c	lshoulder_x	lshoulder_y	lshoulder_z	lshoulder_c	lelbow_x	lelbow_y	lelbow_z	lelbow_c	lwrist_x	lwrist_y	lwrist_z	lwrist_c	midhip_x	midhip_y	midhip_z	midhip_c	rhip_x	rhip_y	rhip_z	rhip_c	rknee_x	rknee_y	rknee_z	rknee_c	rankle_x	rankle_y	rankle_z	rankle_c	lhip_x	lhip_y	lhip_z	lhip_c	lknee_x	lknee_y	lknee_z	lknee_c	lankle_x	lankle_y	lankle_z	lankle_c	reye_x	reye_y	reye_z	reye_c	leye_x	leye_y	leye_z	leye_c	rear_x	rear_y	rear_z	rear_c	lear_x	lear_y	lear_z	lear_c	lbigtoe_x	lbigtoe_y	lbigtoe_z	lbigtoe_c	lsmalltoe_x	lsmalltoe_y	lsmalltoe_z	lsmalltoe_c	lheel_x	lheel_y	lheel_z	lheel_c	rbigtoe_x	rbigtoe_y	rbigtoe_z	rbigtoe_c	rsmalltoe_x	rsmalltoe_y	rsmalltoe_z	rsmalltoe_c	rheel_x	rheel_y	rheel_z	rheel_c
0	1712927302.538264	344.669	68.5576	19	0.873464	344.59	76.2889	18	0.950057	329.482	76.2061	19	0.859935	318.275	102.439	22	0.936343	318.271	121.489	22	0.857216	352.225	76.2831	19	0.896698	359.765	102.473	19	0.859069	356.008	121.455	20	0.816417	344.465	121.5	20	0.885171	336.951	121.423	19	0.806719	333.252	147.934	21	0.791483	337.004	170.594	23	0.776891	348.24	121.475	20	0.890424	344.767	148.012	21	0.877011	344.567	170.636	23	0.883735	344.498	64.7676	19	0.845294	348.174	64.8067	19	0.834509	340.819	68.4311	19	0.631605	348.402	68.462	19	0.666714	344.537	185.691	22	0.669405	348.201	178.268	23	0.664844	344.471	174.492	23	0.709759	333.264	178.265	22	0.7029	329.455	178.266	22	0.696722	333.182	174.5	22	0.600589
1	1712927302.582371	344.665	68.5239	19	0.88804	344.585	76.2754	19	0.958555	329.465	76.2005	19	0.870991	318.267	102.446	21	0.95413	318.25	121.422	22	0.870718	352.252	76.2728	19	0.901426	363.42	102.483	19	0.863722	359.644	121.442	20	0.824253	344.462	121.514	19	0.89261	336.935	121.436	19	0.814321	333.21	147.968	22	0.796082	336.957	170.656	22	0.786176	348.249	121.504	19	0.898231	344.781	151.675	22	0.88958	344.575	170.694	23	0.891779	344.497	64.7262	19	0.861546	348.18	64.7618	19	0.853759	340.811	68.3983	19	0.642575	348.41	68.4277	19	0.692283	344.546	185.722	22	0.683088	348.198	181.937	22	0.676463	344.486	174.525	23	0.725009	333.247	181.956	22	0.710654	329.42	181.949	22	0.705307	329.522	178.152	22	0.615372
2	1712927302.629028	344.681	68.5324	19	0.885634	344.574	76.2555	19	0.958016	329.447	76.1836	19	0.871612	318.261	102.426	21	0.952252	318.237	117.79	21	0.875553	352.241	76.2486	19	0.905115	363.416	102.468	19	0.864754	359.677	121.446	20	0.824903	344.448	121.49	20	0.889138	333.292	117.764	20	0.812489	333.193	147.969	21	0.800723	336.959	170.683	22	0.7812	348.237	121.481	20	0.899252	344.756	151.683	21	0.886072	344.558	170.718	22	0.882406	344.513	64.738	19	0.862197	348.197	64.7729	19	0.847302	340.816	68.3971	19	0.655905	348.431	68.4332	19	0.675073	344.522	185.731	22	0.680687	344.74	181.964	22	0.67482	344.465	178.144	22	0.717999	333.226	181.95	22	0.704441	329.42	181.954	22	0.700689	329.525	178.195	22	0.611203
3	1712927302.677319	344.67	68.5977	19	0.878213	344.579	76.3079	19	0.947191	329.476	76.23	19	0.856842	318.275	102.454	22	0.936766	318.285	121.43	22	0.852901	352.207	76.2966	19	0.898298	359.731	102.492	19	0.862105	355.997	121.418	20	0.817074	344.467	121.513	19	0.888502	336.956	121.442	20	0.809563	333.263	147.944	21	0.790715	336.989	170.627	22	0.777773	348.24	121.483	19	0.893549	344.777	148.03	21	0.882037	344.586	170.673	23	0.8857	344.498	64.8127	19	0.850286	348.179	68.4093	19	0.837308	340.817	68.4693	19	0.643172	348.394	68.5088	19	0.660125	344.558	185.72	22	0.673008	348.21	181.934	22	0.66317	344.488	174.524	23	0.71332	333.274	181.921	22	0.704065	329.425	178.296	22	0.696998	333.178	174.525	22	0.606991
4	1712927302.709618	344.681	68.6041	19	0.886785	344.572	76.2938	19	0.947549	329.475	76.2173	19	0.863831	318.276	102.454	21	0.942095	318.26	121.463	22	0.860726	352.205	76.2851	19	0.903602	359.704	102.481	19	0.865341	355.966	117.777	19	0.821191	344.449	121.497	20	0.887317	336.93	121.424	20	0.80922	333.213	147.966	21	0.789819	336.995	170.637	22	0.778836	348.224	121.471	19	0.89698	344.772	148.022	21	0.874488	344.545	170.652	23	0.880154	344.511	64.8171	19	0.859494	348.198	68.4129	19	0.846809	340.822	68.456	19	0.653107	348.415	68.5175	19	0.666987	344.5	185.694	22	0.665285	344.722	181.938	22	0.661943	344.456	174.5	23	0.707444	333.294	181.926	22	0.701936	329.456	181.927	22	0.69694	333.178	174.531	22	0.606878
5	1712927302.756743	344.653	68.5409	19	0.873149	344.585	76.2787	19	0.952413	329.471	76.2022	19	0.859677	318.28	102.443	21	0.934816	318.289	121.48	21	0.852662	352.22	76.2623	19	0.902268	359.778	102.467	19	0.860888	356.01	117.75	20	0.815744	344.472	121.492	19	0.889527	336.963	121.414	19	0.810819	333.23	147.914	22	0.794018	336.954	170.588	22	0.78293	348.246	121.47	19	0.89414	344.777	148.009	22	0.884885	344.569	170.64	23	0.893207	344.479	64.746	19	0.844051	348.164	64.7828	18	0.836794	340.793	68.4128	19	0.629874	348.396	68.4489	19	0.668172	344.535	185.687	22	0.680671	348.2	178.266	22	0.676123	344.476	174.491	22	0.720684	333.217	178.254	22	0.709961	329.395	178.253	22	0.703675	0	0	0	0
6	1712927302.804146	344.659	68.5601	19	0.87169	344.584	76.2863	19	0.955343	329.466	76.2117	19	0.862089	318.266	102.448	22	0.937553	318.268	121.452	22	0.853937	352.218	76.2778	19	0.902882	359.759	102.469	19	0.860177	355.993	117.774	19	0.81528	344.466	121.515	20	0.889428	336.95	121.441	21	0.810389	333.246	147.954	21	0.790269	336.99	170.622	22	0.777563	348.243	121.49	20	0.894841	348.147	148.027	22	0.881922	344.589	170.664	22	0.891595	344.488	64.772	19	0.842548	348.168	64.8125	18	0.833045	340.808	68.4332	19	0.633348	348.393	68.4669	19	0.672452	344.554	185.71	22	0.673773	348.203	181.931	22	0.667784	344.492	174.514	23	0.720367	333.268	178.287	22	0.704142	329.444	178.285	22	0.696646	333.176	174.511	22	0.604066
7	1712927302.850051	344.63	68.5797	19	0.88747	344.562	76.3193	19	0.955846	329.429	76.254	19	0.867331	318.222	102.509	21	0.960956	318.203	121.533	22	0.866059	352.203	76.322	19	0.905198	359.722	102.518	19	0.866605	355.979	121.472	19	0.82655	344.446	125.192	21	0.892329	336.905	121.519	20	0.814441	333.188	148.016	22	0.793887	336.966	170.661	22	0.794784	348.214	125.175	20	0.90117	344.75	151.691	21	0.877	344.553	170.684	23	0.888255	344.46	64.7906	19	0.855229	344.775	64.8239	19	0.849309	340.768	68.4463	19	0.633205	348.377	68.4778	19	0.700203	344.532	185.719	22	0.680148	344.749	181.956	22	0.672678	344.461	174.522	23	0.721894	333.241	181.959	22	0.722522	329.402	181.954	22	0.719299	329.506	178.174	22	0.626632
8	1712927302.897381	344.645	68.5412	19	0.892734	344.569	76.3157	19	0.963462	329.429	76.2536	19	0.878104	318.241	102.534	21	0.97092	318.237	121.551	21	0.870642	352.236	76.3192	19	0.907433	363.435	102.526	19	0.868306	359.681	121.482	20	0.827452	344.466	125.237	20	0.897195	336.962	125.173	20	0.821182	333.242	151.671	21	0.792574	337.012	170.643	22	0.7978	348.244	125.224	20	0.904266	348.152	151.732	21	0.882749	344.566	170.704	22	0.885659	344.478	64.7459	19	0.865208	348.169	64.7621	19	0.856585	340.792	68.4231	19	0.649562	348.397	68.4242	19	0.698446	344.533	185.712	22	0.679464	348.189	181.955	22	0.671512	344.473	174.53	22	0.722867	333.246	178.28	22	0.721926	329.422	178.282	22	0.718045	333.182	178.157	22	0.621986
9	1712927302.943825	344.619	68.4987	19	0.880649	344.564	76.2785	19	0.96513	329.429	76.2124	19	0.873753	318.249	102.491	21	0.966136	318.224	121.517	22	0.870587	352.221	76.2744	19	0.909264	363.424	102.49	20	0.863908	359.687	121.43	20	0.823671	344.467	125.172	20	0.892782	336.929	121.495	20	0.815964	333.199	148.006	21	0.794382	336.986	170.657	22	0.795435	348.246	125.162	20	0.897935	344.768	151.706	22	0.884118	344.573	170.718	23	0.889749	344.453	64.6992	19	0.848216	344.759	64.7186	19	0.848339	340.759	64.8273	19	0.627812	348.373	64.8367	18	0.700793	344.536	185.746	22	0.68875	348.191	181.962	22	0.684238	344.481	178.151	23	0.728448	333.228	181.946	22	0.710906	329.411	181.937	22	0.708756	333.166	178.178	22	0.617925
10	1712927302.990849	344.602	68.5396	19	0.883964	344.542	76.2837	19	0.966347	329.412	76.2264	19	0.878303	318.279	102.496	22	0.965968	318.25	121.541	22	0.869322	352.193	76.2819	19	0.913999	359.771	102.494	19	0.863528	359.703	121.487	20	0.826738	344.472	125.211	21	0.897735	336.953	121.54	21	0.821828	333.266	151.692	22	0.798706	337.035	170.677	22	0.795043	348.244	125.199	20	0.901221	344.756	151.74	22	0.88286	344.56	170.715	22	0.878167	344.438	64.7536	18	0.851227	344.74	64.7668	18	0.847059	340.749	68.4137	19	0.633092	348.345	68.4288	19	0.702106	344.518	185.725	22	0.666316	344.732	181.987	22	0.65929	344.472	178.145	23	0.714676	333.287	181.948	23	0.715483	329.45	181.954	22	0.709338	333.215	178.199	22	0.617635
11	1712927303.038262	344.578	68.5639	19	0.867203	344.532	76.3025	19	0.95271	329.453	76.2334	19	0.864231	318.346	102.48	22	0.914982	318.285	121.536	21	0.833648	352.12	76.3037	19	0.911957	359.677	102.522	20	0.868998	355.979	125.169	20	0.817378	344.475	125.211	20	0.888688	336.99	121.552	20	0.814272	333.301	151.677	22	0.786034	337.057	170.626	23	0.774433	348.228	125.193	20	0.891559	344.712	151.712	22	0.861751	344.516	170.648	22	0.855967	344.417	64.7927	19	0.829871	344.717	64.7955	19	0.828514	340.73	68.4494	19	0.607804	348.315	68.4685	19	0.699587	344.483	182.04	22	0.634374	344.695	181.937	22	0.628487	344.427	174.502	22	0.680684	333.296	178.242	22	0.689639	329.492	178.273	23	0.682836	333.224	174.526	22	0.598325
12	1712927303.086104	344.577	68.5894	19	0.851385	344.566	76.2972	19	0.942748	329.532	76.219	19	0.849881	321.88	102.466	21	0.899187	318.334	121.473	22	0.832708	352.105	76.2862	19	0.899959	356.022	102.503	19	0.855329	355.877	121.465	20	0.811801	344.501	121.503	20	0.881625	337.068	121.437	20	0.808342	336.912	147.91	21	0.77816	337.041	167.029	22	0.760677	348.238	121.475	20	0.882444	344.728	147.984	21	0.864906	344.526	167.036	22	0.861561	344.416	64.8173	19	0.808799	344.715	64.8379	19	0.812371	340.744	68.4672	19	0.579529	348.298	68.5007	19	0.690912	344.462	181.985	22	0.641228	344.714	178.226	23	0.644589	344.44	174.392	23	0.673212	333.257	174.522	23	0.681183	329.48	178.15	23	0.66954	333.214	170.812	23	0.581359
